סמל היישוב,שם יישוב,מחוז,נפה,צורת יישוב,מעמד מוניציפלי,אזור טבעי,אוכלוסייה - סך הכל,מזה: יהודים ואחרים,מזה: יהודים,מזה: ערבים,אשכול רשויות מקומיות
1190,מצפה נטופה,הצפון,יזרעאל,יישובים קהילתיים,הגליל התחתון,הרי נצרת-תירען,"1,074","1,074","1,074",-,אשכול רשויות הכנרת והעמקים    
99,מצפה רמון,הדרום,באר שבע,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,הר הנגב הצפוני,"5,263","5,047","4,634",216,אשכול רשויות נגב מזרחי        
3610,מצפה שלם,יהודה והשומרון,,קיבוצים,מגילות ים המלח,,243,242,237,-,אשכול יהודה ושומרון           
648,מצר,חיפה,חדרה,קיבוצים,מנשה,אזור חדרה,396,395,367,-,ללא שיוך לאשכול               
22,מקווה ישראל,תל אביב,,יישובים מוסדיים יהודיים,,אזור חולון,421,416,388,5,ללא שיוך לאשכול               
843,מרגליות,הצפון,צפת,מושבים - לרבות כפרים שיתופיים,מבואות החרמון,גליל עליון מזרחי,412,409,405,3,אשכול רשויות גליל מזרחי       
4101,מרום גולן,הצפון,גולן,קיבוצים,גולן,גולן צפוני,741,741,717,-,אשכול רשויות גליל מזרחי       
1340,מרחב עם,הדרום,באר שבע,יישובים קהילתיים,רמת נגב,הר הנגב הצפוני,516,516,516,-,אשכול רשויות נגב מזרחי        
97,מרחביה (מושב),הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק יזרעאל,עמק יזרעאל,671,671,661,-,אשכול רשויות הגליל והעמקים    
66,מרחביה (קיבוץ),הצפון,יזרעאל,קיבוצים,עמק יזרעאל,עמק יזרעאל,"1,331","1,310","1,156",21,אשכול רשויות הגליל והעמקים    
1713,מרכז אזורי כדורי,הצפון,כנרת,מוקד תעסוקה,הגליל התחתון,גליל תחתון מזרחי,-,-,-,-,אשכול רשויות הכנרת והעמקים    
1708,מרכז אזורי מרום הגליל,הצפון,צפת,מוקד תעסוקה,מרום הגליל,גליל עליון מזרחי,-,-,-,-,אשכול רשויות גליל מזרחי       
1723,מרכז אזורי משגב,הצפון,עכו,מוקד תעסוקה,משגב,אזור שפרעם,-,-,-,-,אשכול רשויות בית הכרם הגלילי  
1747,מרכז אזורי שוהם,המרכז,רמלה,מוקד תעסוקה,חבל מודיעין,אזור רמלה,-,-,-,-,ללא שיוך לאשכול               
1705,"מרכז כ""ח",הצפון,צפת,מוקד תעסוקה,מבואות החרמון,עמק חולה,-,-,-,-,אשכול רשויות גליל מזרחי       
1715,"מרכז מיר""ב*",חיפה,חדרה,מוקד תעסוקה,חוף הכרמל,אזור זכרון יעקב,-,-,-,-,אשכול רשויות מישור החוף       
1098,מרכז שפירא,הדרום,אשקלון,יישובים יהודיים 4999-2000 תושבים,שפיר,אזור מלאכי,"2,801","2,800","2,798",-,ללא שיוך לאשכול               
421,משאבי שדה,הדרום,באר שבע,קיבוצים,רמת נגב,הר הנגב הצפוני,468,468,416,-,אשכול רשויות נגב מזרחי        
765,משגב דב,המרכז,רחובות,מושבים - לרבות כפרים שיתופיים,גדרות,אזור רחובות,736,735,729,2,ללא שיוך לאשכול               
378,משגב עם,הצפון,צפת,קיבוצים,הגליל העליון,גליל עליון מזרחי,360,360,319,-,אשכול רשויות גליל מזרחי       
520,משהד,הצפון,,יישובים לא יהודיים 9999-5000 תושבים,מועצה מקומית,הרי נצרת-תירען,"8,771",-,-,"8,771",אשכול רשויות הגליל והעמקים    
3605,משואה,יהודה והשומרון,,מושבים - לרבות כפרים שיתופיים,ערבות הירדן,,297,293,292,5,אשכול יהודה ושומרון           
620,משואות יצחק,הדרום,אשקלון,מושבים שיתופיים,שפיר,אזור מלאכי,705,705,705,-,ללא שיוך לאשכול               
3785,משכיות,יהודה והשומרון,,יישובים קהילתיים,ערבות הירדן,,343,343,343,-,אשכול יהודה ושומרון           
670,משמר איילון,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,גזר,אזור רמלה,580,579,568,1,ללא שיוך לאשכול               
563,משמר דוד,המרכז,רמלה,קיבוצים,גזר,אזור רמלה,"1,367","1,367","1,351",-,ללא שיוך לאשכול               
732,משמר הירדן,הצפון,צפת,מושבים - לרבות כפרים שיתופיים,מבואות החרמון,אזור חצור,885,884,877,-,אשכול רשויות גליל מזרחי       
395,משמר הנגב,הדרום,באר שבע,קיבוצים,בני שמעון,אזור גרר,"1,124","1,124","1,101",-,אשכול רשויות נגב מערבי        
130,משמר העמק,הצפון,יזרעאל,קיבוצים,מגידו,עמק יזרעאל,"1,278","1,278","1,200",-,אשכול רשויות הגליל והעמקים    
729,משמר השבעה,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,שדות דן,אזור רמלה,"1,040","1,039","1,007",-,ללא שיוך לאשכול               
194,משמר השרון,המרכז,השרון,קיבוצים,עמק חפר,מערב השרון,627,626,602,1,ללא שיוך לאשכול               
213,משמרות,חיפה,חדרה,קיבוצים,מנשה,אזור חדרה,"1,252","1,251","1,241",1,ללא שיוך לאשכול               
425,משמרת,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,לב השרון,מערב השרון,"1,058","1,057","1,039",1,אשכול רשויות השרון            
791,משען,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,חוף אשקלון,אזור אשקלון,"1,043","1,044","1,012",-,אשכול רשויות נגב מערבי        
1315,מתן,המרכז,פתח תקווה,יישובים יהודיים 4999-2000 תושבים,דרום השרון,דרום השרון,"3,570","3,570","3,535",-,אשכול רשויות השרון            
1184,מתת,הצפון,עכו,יישובים קהילתיים,מעלה יוסף,אזור אילון,227,228,213,-,אשכול רשויות גליל מערבי       
3648,מתתיהו,יהודה והשומרון,,מושבים שיתופיים,מטה בנימין,,920,920,919,-,אשכול יהודה ושומרון           
4551,נאות גולן,הצפון,גולן,מושבים - לרבות כפרים שיתופיים,גולן,גולן דרומי,713,704,663,9,אשכול רשויות גליל מזרחי       
1124,נאות הכיכר,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,תמר,אזור ים המלח,448,447,414,-,ללא שיוך לאשכול               
1770,נאות חובב,הדרום,באר שבע,מוקד תעסוקה,מועצה מקומית,אזור באר שבע,-,-,-,-,ללא שיוך לאשכול               
408,נאות מרדכי,הצפון,צפת,קיבוצים,הגליל העליון,עמק חולה,694,693,659,1,אשכול רשויות גליל מזרחי       
1197,נאות סמדר,הדרום,באר שבע,קיבוצים,חבל אילות,הר הנגב הדרומי,233,226,221,8,אשכול רשויות נגב מזרחי        
524,נאעורה,הצפון,יזרעאל,יישובים לא יהודיים 4999-2000 תושבים,הגלבוע,רמת כוכב,"2,421",1,-,"2,420",אשכול רשויות הגליל והעמקים    
396,נבטים,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,בני שמעון,אזור באר שבע,"1,068","1,068","1,063",-,אשכול רשויות נגב מערבי        
315,נגבה,הדרום,אשקלון,קיבוצים,יואב,אזור מלאכי,960,960,928,-,אשכול רשויות שורק דרומי       
3724,נגוהות,יהודה והשומרון,,יישובים קהילתיים,הר חברון,,514,514,514,-,אשכול יהודה ושומרון           
309,נהורה,הדרום,אשקלון,יישובים כפריים אחרים יהודיים,לכיש,אזור לכיש,"1,156","1,156","1,143",-,ללא שיוך לאשכול               
80,נהלל,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק יזרעאל,עמק יזרעאל,"1,351","1,327","1,168",25,אשכול רשויות הגליל והעמקים    
9100,נהרייה,הצפון,עכו,יישובים יהודיים 99999-50000 תושבים,עירייה,אזור נהרייה,"63,947","62,441","51,918","1,505",אשכול רשויות גליל מערבי       
4304,נוב,הצפון,גולן,מושבים - לרבות כפרים שיתופיים,גולן,גולן דרומי,"1,059","1,059","1,059",-,אשכול רשויות גליל מזרחי       
55,נוגה,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,לכיש,אזור לכיש,590,590,584,-,ללא שיוך לאשכול               
1366,נווה,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,אשכול,אזור בשור,"1,333","1,333","1,333",-,אשכול רשויות נגב מערבי        
926,נווה אבות,חיפה,חדרה,יישובים מוסדיים יהודיים,,אזור חדרה,45,44,42,1,ללא שיוך לאשכול               
590,נווה אור,הצפון,יזרעאל,קיבוצים,עמק המעיינות,עמק בית שאן,356,356,347,-,אשכול רשויות הכנרת והעמקים    
4303,"נווה אטי""ב",הצפון,גולן,מושבים - לרבות כפרים שיתופיים,גולן,אזור החרמון,140,140,129,-,אשכול רשויות גליל מזרחי       
405,נווה אילן,ירושלים,ירושלים,מושבים שיתופיים,מטה יהודה,הרי יהודה,"1,024","1,021",990,3,ללא שיוך לאשכול               
1702,נווה אילן*,ירושלים,ירושלים,מוקד תעסוקה,מטה יהודה,הרי יהודה,-,-,-,-,ללא שיוך לאשכול               
296,נווה איתן,הצפון,יזרעאל,קיבוצים,עמק המעיינות,עמק בית שאן,308,307,271,1,אשכול רשויות הכנרת והעמקים    
3725,נווה דניאל,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,גוש עציון,,"2,354","2,354","2,348",-,ללא שיוך לאשכול               
1057,נווה זוהר,הדרום,באר שבע,יישובים כפריים אחרים יהודיים,תמר,אזור ים המלח,53,42,42,11,ללא שיוך לאשכול               
1314,נווה זיו,הצפון,עכו,יישובים קהילתיים,מעלה יוסף,אזור יחיעם,"1,025","1,025",968,-,אשכול רשויות גליל מערבי       
1279,נווה חריף,הדרום,באר שבע,קיבוצים,חבל אילות,הר הנגב הדרומי,111,111,106,-,אשכול רשויות נגב מזרחי        
312,נווה ים,חיפה,חדרה,קיבוצים,חוף הכרמל,חוף הכרמל,235,235,233,-,אשכול רשויות מישור החוף       
686,נווה ימין,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,דרום השרון,דרום השרון,"1,037","1,034","1,008",2,אשכול רשויות השרון            
858,נווה ירק,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,דרום השרון,דרום השרון,"1,284","1,282","1,271",2,אשכול רשויות השרון            
